investigation: investigation+N+SG
Ultracentrifugation: ultracentrifugation+N+SG
syringe: Invalid Word
agglutinin: agglutinin+N+SG
binding: binding+N+SG
eluate: eluate+N+SG
Chromatography: chromatography+N+SG
chromatogram: chromatogram+N+SG
honeybee: honeybee+N+SG
bumblebees: bumblebee+N+PL
torpor: torpor+N+SG
sods: sod+N+PL
queens: queen+N+PL
currants: currant+N+PL
sloe: sloe+N+SG
pussy: Invalid Word
willow: willow+N+SG
catkins: catkin+N+PL
blooms: bloom+N+PL
honeybees: honeybee+N+PL
catkin: catkin+N+SG
stamens: stamen+N+PL
nectaries: nectary+N+PL
beebread: beebread+N+SG
hideout: hideout+N+SG
bumblebee: bumblebee+N+SG
hollow: hollow+N+SG
mouse: mouse+N+SG
woodpecker: woodpecker+N+SG
moss: moss+N+SG
sip: sip+N+SG
larvae: larvae+N+SG
laying: laying+N+SG
broods: brood+N+PL
drones: drone+N+PL
beetles: beetle+N+PL
moths: moth+N+PL
idlers: idler+N+PL
Bumblebees: bumblebee+N+PL
onslaughts: onslaught+N+PL
idler: idler+N+SG
baskets: basket+N+PL
parasite: parasite+N+SG
intruder: intruder+N+SG
Bombus: bombu+N+PL
andrenas: andrena+N+PL
mounds: mound+N+PL
burrows: burrow+N+PL
down: down+N+SG
nomias: nomia+N+PL
Andrena: andrena+N+SG
evaporation: evaporation+N+SG
snakes: snake+N+PL
rattlesnakes: rattlesnake+N+PL
garter: garter+N+SG
python: python+N+SG
boa: boa+N+SG
constrictor: constrictor+N+SG
anaconda: anaconda+N+SG
amethystine: amethystine+N+SG
quadrupling: quadrupling+N+SG
paucity: paucity+N+SG
rattlers: rattler+N+PL
Tropidoclonion: tropidoclonion+N+SG
cottonmouth: cottonmouth+N+SG
herpetologists: herpetologist+N+PL
rattlesnake: rattlesnake+N+SG
stretching: stretching+N+SG
pitfalls: pitfall+N+PL
hoop: hoop+N+SG
graveyards: graveyard+N+PL
anacondas: anaconda+N+PL
freaks: freak+N+PL
Discussions: Invalid Word
amplification: amplification+N+SG
estuaries: estuary+N+PL
ounces: ounce+N+PL
subspecies: subspecy+N+PL
herpetologist: herpetologist+N+SG
petroleum: petroleum+N+SG
geologist: geologist+N+SG
constrictors: constrictor+N+PL
snout: snout+N+SG
bronchus: bronchu+N+PL
septa: septa+N+SG
hilum: hilum+N+SG
bronchiole: bronchiole+N+SG
duct: duct+N+SG
pleura: pleura+N+SG
lymph: lymph+N+SG
nodes: node+N+PL
bronchioles: bronchiole+N+PL
anastomoses: anastomos+N+PL
Lung: lung+N+SG
composite: composite+N+SG
lobules: lobule+N+PL
airways: airway+N+PL
septation: septation+N+SG
lobule: lobule+N+SG
mammals: mammal+N+PL
vasa: vasa+N+SG
vasorum: vasorum+N+SG
parenchyma: Invalid Word
pathways: pathway+N+PL
anastomosis: anastomosi+N+PL
airflow: airflow+N+SG
morphology: morphology+N+SG
monkeys: monkey+N+PL
bronchiolitis: bronchioliti+N+PL
emphysema: emphysema+N+SG
tissues: tissue+N+PL
alveolus: alveolu+N+PL
lesion: lesion+N+SG
degeneration: degeneration+N+SG
antagonist: antagonist+N+SG
perfusion: perfusion+N+SG
shunts: Invalid Word
histology: histology+N+SG
tabulation: tabulation+N+SG
Type: type+N+SG
Lobularity: lobularity+N+SG
calcification: calcification+N+SG
marking: marking+N+SG
Shoulder: Invalid Word
arrows: arrow+N+PL
arrow: arrow+N+SG
ossification: ossification+N+SG
epiphysis: epiphysi+N+PL
Span: span+N+SG
slowing: slowing+N+SG
Length: length+N+SG
monograph: monograph+N+SG
menarche: menarche+N+SG
menarches: menarch+N+PL
digitalis: digitali+N+PL
glycosides: glycoside+N+PL
potassium: potassium+N+SG
organification: organification+N+SG
iodine: iodine+N+SG
homogenate: homogenate+N+SG
iodoprotein: iodoprotein+N+SG
thyroglobulin: thyroglobulin+N+SG
vitro: vitro+N+SG
iodoamino: iodoamino+N+SG
tyrosine: tyrosine+N+SG
peroxide: peroxide+N+SG
vivo: vivo+N+SG
thyronine: thyronine+N+SG
Iodination: iodination+N+SG
thyroxine: thyroxine+N+SG
coupling: coupling+N+SG
analogues: analogue+N+PL
iodocompounds: iodocompound+N+PL
iodination: iodination+N+SG
tumours: tumour+N+PL
amino: amino+N+SG
secretion: secretion+N+SG
proteases: proteas+N+PL
peptidases: peptidas+N+PL
optimum: optimum+N+SG
protease: protease+N+SG
triphosphopyridine: triphosphopyridine+N+SG
iodotyrosines: iodotyrosine+N+PL
proteolysis: proteolysi+N+PL
anion: anion+N+SG
thiouracil: thiouracil+N+SG
goitre: goitre+N+SG
hypothyroidism: hypothyroidism+N+SG
TSH: Invalid Word
rutabaga: rutabaga+N+SG
goitrogens: goitrogen+N+PL
goitrogen: goitrogen+N+SG
hyperplasia: hyperplasia+N+SG
hypertrophy: hypertrophy+N+SG
**ymg: **ymg+N+SG
iodothyronines: iodothyronine+N+PL
uptake: uptake+N+SG
thyroids: thyroid+N+PL
tadpoles: tadpole+N+PL
solvents: solvent+N+PL
acetone: acetone+N+SG
redefinition: redefinition+N+SG
equating: equating+N+SG
USP: usp+N+SG
Muscle: Invalid Word
steroid: steroid+N+SG
corticosteroids: corticosteroid+N+PL
biopsies: biopsy+N+PL
necropsy: Invalid Word
steroids: steroid+N+PL
anemia: anemia+N+SG
debility: debility+N+SG
Splenomegaly: splenomegaly+N+SG
marrow: marrow+N+SG
biopsy: Invalid Word
foci: foci+N+SG
fibrosis: fibrosi+N+PL
myelofibrosis: myelofibrosi+N+PL
prednisone: prednisone+N+SG
mg.: mg.+N+SG
infarction: infarction+N+SG
edema: edema+N+SG
cardiomegaly: cardiomegaly+N+SG
arteriosclerosis: Invalid Word
cholelithiasis: cholelithiasi+N+PL
hemoglobin: hemoglobin+N+SG
gm.: gm.+N+SG
Therapy: therapy+N+SG
digitalization: digitalization+N+SG
anticoagulation: anticoagulation+N+SG
chlorothiazide: chlorothiazide+N+SG
triamcinolone: triamcinolone+N+SG
musculature: Invalid Word
Prednisone: prednisone+N+SG
mEq.: meq.+N+SG
liter: liter+N+SG
quadriceps: quadricep+N+PL
Triamcinolone: triamcinolone+N+SG
Chlorothiazide: chlorothiazide+N+SG
atrophy: atrophy+N+SG
girdle: girdle+N+SG
fasciculations: Invalid Word
Electromyography: electromyography+N+SG
neuron: neuron+N+SG
Thyroid: thyroid+N+SG
46%: 46%+N+SG
gastrocnemius: gastrocnemiu+N+PL
Serial: serial+N+SG
transaminase: transaminase+N+SG
ml.: ml.+N+SG
min.: min.+N+SG
polymyositis: polymyositi+N+PL
corticotropin: corticotropin+N+SG
dexamethasone: dexamethasone+N+SG
propylthiouracil: propylthiouracil+N+SG
anorexia: anorexia+N+SG
hypoadrenocorticism: hypoadrenocorticism+N+SG
osteoporosis: osteoporosi+N+PL
norethandrolone: norethandrolone+N+SG
hemorrhoids: hemorrhoid+N+PL
demineralization: demineralization+N+SG
distension: distension+N+SG
pterygia: pterygia+N+SG
arcus: arcu+N+PL
outflow: outflow+N+SG
ventricles: ventricle+N+PL
plaque: plaque+N+SG
myocardium: myocardium+N+SG
necrosis: necrosi+N+PL
neutrophils: neutrophil+N+PL
clefts: cleft+N+PL
narrowing: narrowing+N+SG
orifices: orifice+N+PL
blebs: bleb+N+PL
nodules: nodule+N+PL
Macrophages: macrophage+N+PL
sinusoids: sinusoid+N+PL
hemosiderin: hemosiderin+N+SG
arteriolosclerosis: Invalid Word
hyperemia: hyperemia+N+SG
cord: cord+N+SG
cytoplasm: Invalid Word
gallbladder: gallbladder+N+SG
calculi: calculi+N+SG
mucosa: mucosa+N+SG
intestines: intestine+N+PL
jejunum: jejunum+N+SG
intestine: intestine+N+SG
colon: colon+N+SG
cytolysis: Invalid Word
submucosa: submucosa+N+SG
ileum: ileum+N+SG
fibrin: fibrin+N+SG
thrombi: thrombi+N+SG
ulcerations: ulceration+N+PL
Cultures: culture+N+PL
lymphocytes: Invalid Word
tubules: tubule+N+PL
hyaline: hyaline+N+SG
hyalinization: hyalinization+N+SG
arterioles: arteriole+N+PL
adenomas: adenoma+N+PL
sternum: sternum+N+SG
hypercellularity: hypercellularity+N+SG
hypocellularity: hypocellularity+N+SG
extremities: extremity+N+PL
pectoralis: pectorali+N+PL
transversus: transversu+N+PL
abdominis: abdomini+N+PL
biceps: bicep+N+PL
vacuolization: vacuolization+N+SG
myofibrils: myofibril+N+PL
protoplasm: protoplasm+N+SG
phagocytes: Invalid Word
nucleoli: nucleoli+N+SG
myofibrillae: myofibrillae+N+SG
clumps: clump+N+PL
clover: clover+N+SG
gall: gall+N+SG
conjugates: conjugate+N+PL
extract: extract+N+SG
80%: 80%+N+SG
precipitate: precipitate+N+SG
ammonium: ammonium+N+SG
conjugate: conjugate+N+SG
ethyl: ethyl+N+SG
Root: root+N+SG
WTV: wtv+N+SG
**ym: **ym+N+SG
cryostat: cryostat+N+SG
Sections: section+N+PL
PBS: pb+N+PL
antiserum: antiserum+N+SG
fluorescence: Invalid Word
HBO: hbo+N+SG
eyepiece: eyepiece+N+SG
pseudophloem: pseudophloem+N+SG
dilution: dilution+N+SG
staining: staining+N+SG
antigen: antigen+N+SG
absorptions: absorption+N+PL
0.85%: 0.85%+N+SG
milliliter: milliliter+N+SG
FITC: fitc+N+SG
globulin: globulin+N+SG
precipitin: precipitin+N+SG
autofluorescence: Invalid Word
xylem: Invalid Word
localization: localization+N+SG
cortex: cortex+N+SG
pith: pith+N+SG
fluorescein: Invalid Word
mosaic: mosaic+N+SG
leafhopper: leafhopper+N+SG
phloem: phloem+N+SG
vertebrates: vertebrate+N+PL
discharges: Invalid Word
neocortex: neocortex+N+SG
primates: primate+N+PL
spikes: spike+N+PL
excitability: Invalid Word
barbiturate: barbiturate+N+SG
feedback: feedback+N+SG
electroshock: Invalid Word
wakefulness: wakefulness+N+SG
EEG: eeg+N+SG
asynchrony: Invalid Word
baroreceptor: baroreceptor+N+SG
reserpine: reserpine+N+SG
chlorpromazine: chlorpromazine+N+SG
depressions: depression+N+PL
synchrony: Invalid Word
therapies: therapy+N+PL
secretions: secretion+N+PL
remissions: remission+N+PL
impairment: impairment+N+SG
noradrenalin: noradrenalin+N+SG
nausea: nausea+N+SG
tuning: tuning+N+SG
reversal: reversal+N+SG
comas: coma+N+PL
electroshocks: Invalid Word
metrazol: metrazol+N+SG
reliving: reliving+N+SG
abreaction: abreaction+N+SG
neuroses: neuros+N+PL
reversibility: reversibility+N+SG
assertiveness: assertiveness+N+SG
excretion: Invalid Word
catecholamines: catecholamine+N+PL
incompatibility: incompatibility+N+SG
disturbances: disturbance+N+PL
imbalance: imbalance+N+SG
vectors: vector+N+PL
polynomial: polynomial+N+SG
polynomials: polynomial+N+PL
subspace: subspace+N+SG
theorem: theorem+N+SG
primes: prime+N+PL
vector: vector+N+SG
integers: integer+N+PL
**ya: **ya+N+SG
subspaces: subspace+N+PL
notation: notation+N+SG
integer: integer+N+SG
algebra: algebra+N+SG
zeros: zero+N+PL
repetitions: repetition+N+PL
marksman: marksman+N+SG
litters: litter+N+PL
aces: ace+N+PL
nondriver: nondriver+N+SG
variable: variable+N+SG
labels: label+N+PL
baseline: baseline+N+SG
cube: cube+N+SG
cubes: cube+N+PL
convexity: convexity+N+SG
endpoints: endpoint+N+PL
vertex: vertex+N+SG
intersections: intersection+N+PL
f{t}: f{t}+N+SG
abscissa: Invalid Word
lemmas: lemma+N+PL
extrema: extrema+N+SG
analyticity: analyticity+N+SG
inverse: inverse+N+SG
{0,T}: {0,t}+N+SG
g{t}: g{t}+N+SG
b{t}: b{t}+N+SG
ordinates: ordinate+N+PL
involutions: involution+N+PL
involution: involution+N+SG
reguli: reguli+N+SG
**zg: **zg+N+SG
regulus: regulu+N+PL
secants: secant+N+PL
intercepts: intercept+N+PL
totality: totality+N+SG
congruence: congruence+N+SG
meets: meet+N+PL
tangents: tangent+N+PL
tangency: Invalid Word
pencils: pencil+N+PL
tangent: tangent+N+SG
**yp: **yp+N+SG
conic: conic+N+SG
secant: secant+N+SG
directrices: directrice+N+PL
quadric: quadric+N+SG
**yb: **yb+N+SG
Feelings: feeling+N+PL
advisor: advisor+N+SG
interrelationships: Invalid Word
tenancy: Invalid Word
Capital: capital+N+SG
flows: flow+N+PL
pertinence: pertinence+N+SG
sensing: sensing+N+SG
incitements: incitement+N+PL
sociality: sociality+N+SG
creativeness: creativeness+N+SG
widowhood: widowhood+N+SG
anomie: anomie+N+SG
equanimity: equanimity+N+SG
consolation: consolation+N+SG
redress: redress+N+SG
humilation: humilation+N+SG
freewheelers: freewheeler+N+PL
religionists: religionist+N+PL
sacrament: sacrament+N+SG
creeds: creed+N+PL
dogmas: dogma+N+PL
rites: rite+N+PL
sanctions: sanction+N+PL
Inability: inability+N+SG
helplessness: helplessness+N+SG
Abreaction: abreaction+N+SG
wandering: wandering+N+SG
referral: referral+N+SG
transference: transference+N+SG
regression: regression+N+SG
casework: casework+N+SG
helpfulness: helpfulness+N+SG
dynamic: dynamic+N+SG
interviewing: interviewing+N+SG
predictors: predictor+N+PL
Similarities: similarity+N+PL
Willingness: willingness+N+SG
typology: typology+N+SG
caseworkers: caseworker+N+PL
Tension: tension+N+SG
baptisms: baptism+N+PL
weddings: wedding+N+PL
Maintenance: maintenance+N+SG
ranking: ranking+N+SG
interviewees: interviewee+N+PL
occupancies: occupancy+N+PL
subsystems: Invalid Word
subsystem: Invalid Word
Subgroups: subgroup+N+PL
Roles: role+N+PL
subgroups: subgroup+N+PL
consanguinity: consanguinity+N+SG
finities: finity+N+PL
substructure: substructure+N+SG
clustering: clustering+N+SG
Adaptation: adaptation+N+SG
Integration: integration+N+SG
Communication: communication+N+SG
Boundary: boundary+N+SG
linkage: linkage+N+SG
Socialization: socialization+N+SG
Institutionalization: institutionalization+N+SG
Urbanization: urbanization+N+SG
Group: group+N+SG
exogamy: exogamy+N+SG
deviance: deviance+N+SG
ostracism: ostracism+N+SG
endogamy: endogamy+N+SG
chiefdoms: chiefdom+N+PL
registers: register+N+PL
tabulations: tabulation+N+PL
chiefdom: chiefdom+N+SG
puberty: puberty+N+SG
inoculations: inoculation+N+PL
compilations: compilation+N+PL
Averages: average+N+PL
demography: demography+N+SG
IRSAC: irsac+N+SG
circumscriptions: Invalid Word
Statistics: statistic+N+PL
AIMO: aimo+N+SG
censuses: census+N+PL
strata: strata+N+SG
hindsight: hindsight+N+SG
sophomores: sophomore+N+PL
Auditors: auditor+N+PL
auditors: auditor+N+PL
electives: elective+N+PL
pregnancy: Invalid Word
Films: film+N+PL
empathy: empathy+N+SG
survivor: survivor+N+SG
trimester: trimester+N+SG
examiantion: examiantion+N+SG
hesitancy: Invalid Word
Responses: respons+N+PL
nonreactors: nonreactor+N+PL
shifters: Invalid Word
nonshifters: Invalid Word
27%: 27%+N+SG
49%: 49%+N+SG
24%: 24%+N+SG
suggestibility: suggestibility+N+SG
Autosuggestibility: autosuggestibility+N+SG
normals: normal+N+PL
levitation: levitation+N+SG
Alcohol: alcohol+N+SG
ingestion: ingestion+N+SG
hypnosis: hypnosi+N+PL
nonreactivity: nonreactivity+N+SG
constriction: constriction+N+SG
guardedness: guardedness+N+SG
conventionality: conventionality+N+SG
tilt: tilt+N+SG
tenement: tenement+N+SG
underachievers: underachiever+N+PL
perfectionism: perfectionism+N+SG
orderliness: orderliness+N+SG
punctuality: punctuality+N+SG
interviewers: interviewer+N+PL
compulsivity: compulsivity+N+SG
behaviors: behavior+N+PL
emotionality: emotionality+N+SG
Reliability: reliability+N+SG
validation: validation+N+SG
median: median+N+SG
Tables: table+N+PL
compulsives: compulsive+N+PL
systemization: Invalid Word
decrement: decrement+N+SG
memorization: memorization+N+SG
memorizing: memorizing+N+SG
replication: replication+N+SG
Observers: observer+N+PL
Analysis: analysi+N+PL
subparts: subpart+N+PL
roleplaying: roleplaying+N+SG
Roleplaying: roleplaying+N+SG
possiblities: possiblity+N+PL
resignations: resignation+N+PL
questionnaires: questionnaire+N+PL
suitcase: suitcase+N+SG
antagonists: antagonist+N+PL
receptionist: receptionist+N+SG
aplomb: aplomb+N+SG
comer: comer+N+SG
Turnover: turnover+N+SG
laxness: laxness+N+SG
diagnosing: diagnosing+N+SG
supermarket: supermarket+N+SG
curtness: curtness+N+SG
abruptness: abruptness+N+SG
blackboard: blackboard+N+SG
Spontaneity: spontaneity+N+SG
communicating: communicating+N+SG
introject: introject+N+SG
axiom: axiom+N+SG
cheeks: cheek+N+PL
introjects: introject+N+PL
passerby: passerby+N+SG
condescension: Invalid Word
demeanor: demeanor+N+SG
succor: succor+N+SG
morrow: morrow+N+SG
determinants: determinant+N+PL
babel: babel+N+SG
welter: welter+N+SG
belching: belching+N+SG
flatus: flatu+N+PL
mulling: mulling+N+SG
belch: belch+N+SG
schizophrenic: Invalid Word
neurotic: neurotic+N+SG
bales: bale+N+PL
prefixes: prefix+N+PL
fixes: fix+N+PL
voume: voume+N+SG
Dictionary: dictionary+N+SG
lookup: lookup+N+SG
Text: text+N+SG
paradigms: paradigm+N+PL
Equivalents: equivalent+N+PL
inflection: inflection+N+SG
endings: ending+N+PL
summarization: summarization+N+SG
Entries: entry+N+PL
syllables: Invalid Word
syllable: Invalid Word
predicator: predicator+N+SG
complements: complement+N+PL
adjuncts: adjunct+N+PL
Context: context+N+SG
pronouns: pronoun+N+PL
preposition: preposition+N+SG
pronoun: pronoun+N+SG
modifier: modifier+N+SG
alertness: alertness+N+SG
centering: centering+N+SG
italics: italic+N+PL
declarative: declarative+N+SG
possessive: possessive+N+SG
Omission: omission+N+SG
subordinator: subordinator+N+SG
adverb: adverb+N+SG
noun: noun+N+SG
Syllables: Invalid Word
consonants: consonant+N+PL
Doubt: doubt+N+SG
/l/: /l/+N+SG
AAb/: aab/+N+SG
/r/: /r/+N+SG
formative: formative+N+SG
fix: fix+N+SG
ity: ity+N+SG
monosyllable: Invalid Word
vowel: vowel+N+SG
rhyme: rhyme+N+SG
vowels: vowel+N+PL
consonant: consonant+N+SG
Tone: tone+N+SG
Papers: paper+N+PL
Analyses: analys+N+PL
uninitiate: uninitiate+N+SG
phonology: phonology+N+SG
articulations: articulation+N+PL
Pitch: pitch+N+SG
intonation: intonation+N+SG
murmur: murmur+N+SG
phonemics: phonemic+N+PL
phonemes: phoneme+N+PL
morphophonemics: morphophonemic+N+PL
Phonemes: phoneme+N+PL
orthographies: orthography+N+PL
transcription: Invalid Word
orthography: orthography+N+SG
abstrusenesses: abstruseness+N+PL
Linguists: linguist+N+PL
syllabicity: Invalid Word
superficiality: superficiality+N+SG
prosodies: prosody+N+PL
unambiguity: unambiguity+N+SG
informants: informant+N+PL
genera: genera+N+SG
vulture: vulture+N+SG
salmon: salmon+N+SG
manzanita: manzanita+N+SG
interrogatives: interrogative+N+PL
adverbs: adverb+N+PL
demonstratives: demonstrative+N+PL
adjectives: adjective+N+PL
verbs: verb+N+PL
22%: 22%+N+SG
3.5%: 3.5%+N+SG
verb: verb+N+SG
consistence: consistence+N+SG
86%: 86%+N+SG
64%: 64%+N+SG
57%: 57%+N+SG
weighting: weighting+N+SG
asterisks: asterisk+N+PL
A/3: a/3+N+SG
retentiveness: retentiveness+N+SG
snare: snare+N+SG
lexicostatistics: lexicostatistic+N+PL
cocopalm: cocopalm+N+SG
nail: nail+N+SG
millennia: millennia+N+SG
ramification: ramification+N+SG
coalescence: Invalid Word
kingdoms: kingdom+N+PL
phyla: phyla+N+SG
glottochronology: glottochronology+N+SG
plodding: plodding+N+SG
predilections: predilection+N+PL
digressions: digression+N+PL
incompatibles: incompatible+N+PL
corridor: corridor+N+SG
firmations: firmation+N+PL
Italics: italic+N+PL
aberrations: aberration+N+PL
actualities: actuality+N+PL
fanfare: fanfare+N+SG
procrastination: procrastination+N+SG
reproach: reproach+N+SG
identifications: identification+N+PL
Elections: election+N+PL
feasibility: feasibility+N+SG
predominance: predominance+N+SG
labyrinth: labyrinth+N+SG
bickering: bickering+N+SG
backing: backing+N+SG
demarcation: demarcation+N+SG
oter: oter+N+SG
bulletins: bulletin+N+PL
aggregate: aggregate+N+SG
$297: $297+N+SG
$740: $740+N+SG
Employers: employer+N+PL
Transportation: transportation+N+SG
Planning: planning+N+SG
enrollees: enrollee+N+PL
Programs: program+N+PL
aptitudes: aptitude+N+PL
breakaway: breakaway+N+SG
generalities: generality+N+PL
durations: duration+N+PL
advocates: advocate+N+PL
indices: indice+N+PL
Correlations: correlation+N+PL
loadings: loading+N+PL
cocao: cocao+N+SG
broker: broker+N+SG
echelon: echelon+N+SG
graphs: graph+N+PL
chartist: chartist+N+SG
bottoms: bottom+N+PL
movers: mover+N+PL
taunt: taunt+N+SG
erudition: erudition+N+SG
echelons: echelon+N+PL
squeamishness: Invalid Word
chartists: chartist+N+PL
committment: committment+N+SG
forethought: forethought+N+SG
persistent: persistent+N+SG
7.6%: 7.6%+N+SG
rebuilding: rebuilding+N+SG
lending: lending+N+SG
downpayment: downpayment+N+SG
amortization: amortization+N+SG
liquidity: liquidity+N+SG
guaranty: guaranty+N+SG
Markets: market+N+PL
GNP: gnp+N+SG
Disagreement: disagreement+N+SG
presumption: presumption+N+SG
alignments: alignment+N+PL
neutralization: neutralization+N+SG
Europeanization: europeanization+N+SG
misconstruction: Invalid Word
unifications: unification+N+PL
jurisprudence: jurisprudence+N+SG
industralization: industralization+N+SG
Law: law+N+SG
codification: codification+N+SG
Codification: codification+N+SG
positivism: positivism+N+SG
judiciary: judiciary+N+SG
emanation: emanation+N+SG
rationalization: rationalization+N+SG
bourgeoisie: bourgeoisie+N+SG
Contract: contract+N+SG
equals: equal+N+PL
touchstone: Invalid Word
Admiralty: admiralty+N+SG
injunction: injunction+N+SG
postponement: postponement+N+SG
deprivation: deprivation+N+SG
swoop: swoop+N+SG
suability: suability+N+SG
lawmaking: lawmaking+N+SG
judiciaries: judiciary+N+PL
FELA: fela+N+SG
Litigants: litigant+N+PL
complainant: complainant+N+SG
pleader: pleader+N+SG
litigant: litigant+N+SG
particularity: particularity+N+SG
transferor: transferor+N+SG
Refund: refund+N+SG
transferee: transferee+N+SG
creditors: creditor+N+PL
dissolutions: dissolution+N+PL
subrogation: subrogation+N+SG
Exceptions: Invalid Word
reorganizations: reorganization+N+PL
